image_id,width,height,bbox,source
1225,1920,1080,"[1054, 920, 192, 161]",starfish
1225,1920,1080,"[167, 739, 179, 153]",starfish
1225,1920,1080,"[706, 88, 138, 94]",starfish
1225,1920,1080,"[401, 423, 138, 137]",starfish
1225,1920,1080,"[1165, 508, 119, 106]",starfish
1226,720,405,"[165, 219, 29, 28]",echinus
1226,720,405,"[76, 310, 45, 36]",echinus
1226,720,405,"[240, 242, 40, 35]",echinus
1226,720,405,"[194, 195, 37, 29]",echinus
1226,720,405,"[403, 377, 43, 27]",echinus
1226,720,405,"[106, 223, 31, 26]",echinus
1226,720,405,"[404, 340, 30, 28]",echinus
1226,720,405,"[413, 292, 33, 35]",echinus
1226,720,405,"[15, 185, 42, 25]",echinus
1226,720,405,"[68, 188, 42, 25]",echinus
1227,3840,2160,"[2752, 638, 177, 162]",echinus
1227,3840,2160,"[457, 194, 230, 179]",echinus
1227,3840,2160,"[1588, 546, 171, 158]",echinus
1227,3840,2160,"[3626, 563, 142, 125]",echinus
1227,3840,2160,"[1032, 993, 199, 177]",echinus
1227,3840,2160,"[801, 267, 166, 156]",echinus
1227,3840,2160,"[47, 841, 250, 195]",echinus
1227,3840,2160,"[1042, 804, 142, 132]",echinus
1227,3840,2160,"[1028, 291, 124, 117]",echinus
1227,3840,2160,"[3400, 495, 116, 101]",echinus
1227,3840,2160,"[2703, 231, 106, 100]",echinus
1227,3840,2160,"[686, 118, 142, 129]",echinus
1227,3840,2160,"[1404, 296, 88, 69]",echinus
1227,3840,2160,"[320, 652, 143, 110]",starfish
1227,3840,2160,"[283, 809, 207, 116]",starfish
1227,3840,2160,"[587, 930, 198, 198]",starfish
1227,3840,2160,"[1028, 1168, 144, 132]",starfish
1227,3840,2160,"[2088, 512, 81, 72]",starfish
1227,3840,2160,"[2651, 1135, 135, 94]",starfish
1227,3840,2160,"[743, 396, 171, 121]",starfish
1227,3840,2160,"[2490, 360, 106, 100]",echinus
1227,3840,2160,"[2267, 117, 106, 100]",echinus
1227,3840,2160,"[2185, 90, 106, 100]",echinus
1227,3840,2160,"[2913, 295, 106, 100]",echinus
1227,3840,2160,"[3278, 185, 106, 100]",echinus
1227,3840,2160,"[1438, 348, 88, 69]",echinus
1229,720,405,"[207, 42, 73, 46]",holothurian
1229,720,405,"[336, 304, 42, 70]",holothurian
1229,720,405,"[438, 201, 74, 69]",echinus
1229,720,405,"[214, 302, 59, 52]",echinus
1229,720,405,"[1, 123, 71, 96]",echinus
1229,720,405,"[593, 87, 91, 96]",echinus
1229,720,405,"[342, 178, 37, 27]",starfish
1229,720,405,"[382, 263, 44, 43]",starfish
1229,720,405,"[127, 328, 52, 52]",starfish
1229,720,405,"[19, 353, 63, 50]",starfish
1229,720,405,"[82, 366, 48, 39]",starfish
1230,720,405,"[477, 235, 73, 65]",echinus
1230,720,405,"[469, 141, 48, 42]",echinus
1232,720,405,"[371, 180, 52, 49]",echinus
1232,720,405,"[347, 226, 47, 48]",echinus
1232,720,405,"[494, 339, 101, 65]",starfish
1232,720,405,"[80, 366, 79, 37]",holothurian
1233,720,405,"[349, 238, 101, 140]",holothurian
1233,720,405,"[363, 1, 98, 46]",holothurian
1233,720,405,"[158, 102, 174, 76]",holothurian
1233,720,405,"[125, 69, 95, 53]",holothurian
1233,720,405,"[100, 133, 84, 140]",holothurian
1233,720,405,"[454, 1, 74, 36]",holothurian
1233,720,405,"[144, 99, 82, 67]",holothurian
1233,720,405,"[156, 124, 138, 102]",holothurian
1233,720,405,"[39, 288, 157, 117]",echinus
1233,720,405,"[546, 97, 143, 111]",echinus
1233,720,405,"[678, 75, 42, 94]",echinus
1233,720,405,"[440, 42, 100, 79]",echinus
1233,720,405,"[233, 245, 161, 160]",echinus
1233,720,405,"[232, 56, 102, 80]",echinus
1233,720,405,"[515, 1, 158, 101]",echinus
1233,720,405,"[157, 133, 113, 111]",echinus
1233,720,405,"[146, 22, 73, 57]",echinus
1233,720,405,"[101, 1, 72, 65]",echinus
1233,720,405,"[1, 259, 72, 137]",echinus
1233,720,405,"[509, 2, 95, 69]",echinus
1233,720,405,"[29, 3, 68, 56]",echinus
1233,720,405,"[305, 9, 74, 50]",scallop
1233,720,405,"[1, 168, 59, 95]",scallop
1233,720,405,"[8, 116, 104, 72]",scallop
1233,720,405,"[661, 202, 59, 120]",scallop
1234,720,405,"[321, 264, 43, 41]",echinus
1234,720,405,"[149, 330, 59, 57]",echinus
1234,720,405,"[379, 198, 44, 38]",echinus
1234,720,405,"[541, 139, 46, 45]",echinus
1234,720,405,"[594, 4, 40, 38]",echinus
1235,720,405,"[214, 180, 73, 42]",holothurian
1235,720,405,"[249, 275, 93, 41]",holothurian
1235,720,405,"[72, 357, 84, 48]",echinus
1235,720,405,"[544, 356, 38, 39]",echinus
1236,1920,1080,"[1357, 719, 86, 78]",echinus
1236,1920,1080,"[1209, 590, 76, 70]",echinus
1236,1920,1080,"[1814, 673, 105, 106]",echinus
1236,1920,1080,"[1490, 557, 74, 65]",echinus
1236,1920,1080,"[1731, 262, 73, 62]",echinus
1236,1920,1080,"[1584, 240, 70, 61]",echinus
1236,1920,1080,"[1422, 369, 70, 61]",echinus
1237,720,405,"[112, 253, 66, 62]",echinus
1237,720,405,"[132, 102, 49, 43]",echinus
1237,720,405,"[229, 129, 36, 32]",echinus
1238,720,405,"[477, 256, 68, 96]",holothurian
1238,720,405,"[115, 56, 71, 38]",holothurian
1238,720,405,"[287, 14, 75, 36]",holothurian
1238,720,405,"[227, 170, 79, 71]",echinus
1238,720,405,"[90, 219, 86, 77]",echinus
1238,720,405,"[121, 311, 122, 93]",echinus
1238,720,405,"[0, 185, 70, 103]",echinus
1238,720,405,"[358, 291, 100, 103]",echinus
1238,720,405,"[0, 52, 33, 60]",echinus
1238,720,405,"[547, 350, 50, 47]",scallop
1238,720,405,"[293, 172, 116, 121]",starfish
1238,720,405,"[249, 117, 71, 61]",starfish
1238,720,405,"[43, 77, 106, 93]",starfish
1238,720,405,"[155, 74, 93, 85]",starfish
1238,720,405,"[432, 224, 86, 87]",starfish
1238,720,405,"[23, 274, 93, 85]",starfish
1238,720,405,"[2, 28, 43, 39]",starfish
1238,720,405,"[251, 283, 85, 82]",starfish
1238,720,405,"[241, 290, 113, 112]",starfish
1239,3840,2160,"[2014, 534, 425, 329]",echinus
1239,3840,2160,"[1536, 1, 224, 108]",echinus
1239,3840,2160,"[1297, 137, 272, 200]",echinus
1239,3840,2160,"[2527, 487, 542, 393]",echinus
1239,3840,2160,"[3698, 400, 142, 308]",starfish
1240,720,405,"[206, 195, 101, 91]",holothurian
1240,720,405,"[388, 299, 99, 97]",echinus
1240,720,405,"[63, 115, 108, 92]",starfish
1240,720,405,"[573, 238, 72, 54]",starfish
1240,720,405,"[648, 1, 71, 52]",starfish
1240,720,405,"[565, 176, 67, 57]",starfish
1241,720,405,"[181, 174, 53, 60]",echinus
1241,720,405,"[36, 185, 50, 48]",starfish
1241,720,405,"[113, 355, 57, 48]",starfish
1241,720,405,"[133, 179, 50, 44]",starfish
1241,720,405,"[359, 369, 76, 35]",starfish
1242,720,405,"[182, 184, 93, 38]",holothurian
1242,720,405,"[270, 316, 83, 88]",holothurian
1242,720,405,"[412, 245, 59, 109]",holothurian
1242,720,405,"[281, 262, 116, 43]",holothurian
1242,720,405,"[558, 80, 49, 33]",holothurian
1242,720,405,"[355, 342, 218, 64]",holothurian
1242,720,405,"[229, 318, 74, 84]",holothurian
1242,720,405,"[191, 206, 61, 30]",holothurian
1242,720,405,"[154, 340, 103, 51]",holothurian
1242,720,405,"[644, 138, 59, 53]",echinus
1242,720,405,"[449, 206, 62, 50]",echinus
1242,720,405,"[580, 137, 59, 53]",echinus
1242,720,405,"[153, 296, 83, 58]",echinus
1242,720,405,"[377, 119, 39, 34]",echinus
1242,720,405,"[52, 239, 60, 58]",echinus
1242,720,405,"[333, 142, 41, 35]",echinus
1242,720,405,"[35, 347, 108, 58]",echinus
1242,720,405,"[168, 254, 65, 48]",echinus
1242,720,405,"[288, 167, 54, 49]",echinus
1242,720,405,"[452, 135, 51, 36]",echinus
1242,720,405,"[392, 136, 42, 41]",echinus
1242,720,405,"[324, 103, 40, 27]",echinus
1242,720,405,"[447, 251, 79, 70]",echinus
1242,720,405,"[168, 158, 71, 46]",echinus
1242,720,405,"[326, 366, 96, 38]",echinus
1242,720,405,"[351, 276, 90, 81]",echinus
1242,720,405,"[695, 97, 26, 46]",echinus
1242,720,405,"[685, 272, 35, 79]",echinus
1242,720,405,"[196, 220, 57, 52]",echinus
1242,720,405,"[356, 160, 48, 39]",echinus
1242,720,405,"[323, 191, 97, 74]",echinus
1242,720,405,"[520, 86, 45, 49]",echinus
1242,720,405,"[511, 233, 69, 68]",echinus
1242,720,405,"[2, 252, 51, 52]",echinus
1242,720,405,"[623, 198, 82, 60]",echinus
1242,720,405,"[105, 220, 54, 44]",echinus
1242,720,405,"[24, 210, 51, 38]",echinus
1242,720,405,"[418, 371, 84, 33]",echinus
1242,720,405,"[457, 159, 58, 46]",echinus
1242,720,405,"[1, 170, 41, 56]",echinus
1242,720,405,"[1, 299, 55, 63]",echinus
1242,720,405,"[148, 136, 48, 40]",echinus
1242,720,405,"[515, 149, 66, 52]",echinus
1242,720,405,"[143, 212, 51, 43]",echinus
1242,720,405,"[579, 231, 67, 75]",echinus
1242,720,405,"[356, 192, 67, 50]",echinus
1242,720,405,"[126, 183, 36, 27]",echinus
1242,720,405,"[682, 206, 38, 63]",echinus
1242,720,405,"[323, 184, 48, 38]",echinus
1242,720,405,"[89, 180, 46, 40]",echinus
1242,720,405,"[113, 150, 38, 33]",echinus
1242,720,405,"[96, 142, 29, 25]",echinus
1242,720,405,"[244, 217, 65, 53]",scallop
1242,720,405,"[603, 284, 98, 70]",scallop
1242,720,405,"[327, 120, 39, 25]",scallop
1242,720,405,"[697, 343, 24, 63]",scallop
1242,720,405,"[560, 177, 45, 42]",echinus
1242,720,405,"[648, 251, 57, 55]",echinus
1242,720,405,"[513, 194, 55, 42]",echinus
1243,1920,1080,"[399, 473, 109, 94]",echinus
1243,1920,1080,"[1444, 615, 106, 87]",echinus
1243,1920,1080,"[324, 271, 101, 88]",echinus
1243,1920,1080,"[539, 803, 125, 125]",echinus
1243,1920,1080,"[1746, 346, 120, 87]",echinus
1244,3840,2160,"[2884, 1830, 217, 153]",holothurian
1244,3840,2160,"[1015, 3, 240, 206]",echinus
1244,3840,2160,"[1106, 432, 207, 151]",starfish
1245,1920,1080,"[542, 867, 138, 143]",echinus
1245,1920,1080,"[1382, 523, 156, 120]",echinus
1245,1920,1080,"[472, 711, 99, 84]",echinus
1245,1920,1080,"[440, 814, 99, 92]",echinus
1245,1920,1080,"[1469, 842, 260, 233]",echinus
1245,1920,1080,"[1424, 440, 90, 75]",echinus
1246,720,405,"[355, 242, 58, 55]",echinus
1246,720,405,"[314, 264, 54, 51]",echinus
1246,720,405,"[284, 240, 55, 50]",echinus
1246,720,405,"[136, 259, 50, 40]",echinus
1246,720,405,"[184, 262, 50, 43]",echinus
1246,720,405,"[41, 274, 55, 40]",echinus
1246,720,405,"[608, 258, 111, 71]",starfish
1247,720,405,"[448, 277, 75, 62]",echinus
1247,720,405,"[653, 217, 66, 69]",echinus
1247,720,405,"[289, 119, 53, 47]",echinus
1247,720,405,"[436, 46, 60, 60]",echinus
1247,720,405,"[584, 152, 74, 66]",echinus
1247,720,405,"[628, 65, 74, 69]",echinus
1247,720,405,"[309, 229, 46, 46]",echinus
1247,720,405,"[544, 3, 69, 59]",echinus
1247,720,405,"[239, 48, 58, 60]",echinus
1247,720,405,"[202, 54, 45, 51]",echinus
1247,720,405,"[524, 132, 36, 35]",echinus
1247,720,405,"[171, 75, 44, 44]",echinus
1247,720,405,"[175, 13, 48, 47]",echinus
1247,720,405,"[415, 108, 88, 68]",starfish
1247,720,405,"[209, 155, 61, 53]",starfish
1247,720,405,"[377, 38, 52, 50]",starfish
1247,720,405,"[235, 124, 54, 43]",starfish
1247,720,405,"[173, 120, 49, 43]",starfish
1247,720,405,"[381, 192, 57, 54]",starfish
1247,720,405,"[67, 244, 61, 63]",starfish
1247,720,405,"[357, 140, 67, 59]",starfish
1247,720,405,"[145, 312, 86, 80]",starfish
1247,720,405,"[490, 213, 86, 84]",starfish
1247,720,405,"[403, 361, 62, 45]",starfish
1247,720,405,"[565, 289, 107, 89]",starfish
1247,720,405,"[305, 302, 61, 56]",starfish
1247,720,405,"[263, 170, 46, 45]",starfish
1247,720,405,"[356, 251, 83, 65]",starfish
1247,720,405,"[302, 186, 48, 47]",starfish
1247,720,405,"[507, 342, 96, 64]",starfish
1247,720,405,"[60, 177, 46, 44]",starfish
1247,720,405,"[142, 144, 46, 51]",starfish
1247,720,405,"[439, 332, 80, 54]",starfish
1247,720,405,"[658, 316, 63, 82]",starfish
1247,720,405,"[296, 274, 55, 48]",starfish
1247,720,405,"[425, 218, 48, 46]",starfish
1247,720,405,"[347, 217, 43, 43]",starfish
1248,1920,1080,"[1199, 875, 80, 80]",echinus
1248,1920,1080,"[1163, 758, 73, 66]",echinus
1248,1920,1080,"[1272, 740, 66, 61]",echinus
1248,1920,1080,"[1022, 644, 64, 60]",echinus
1248,1920,1080,"[1016, 534, 59, 52]",echinus
1249,1920,1080,"[768, 879, 157, 173]",echinus
1249,1920,1080,"[436, 604, 106, 123]",echinus
1250,3840,2160,"[602, 701, 130, 138]",echinus
1250,3840,2160,"[3108, 1061, 181, 165]",echinus
1251,720,405,"[550, 115, 66, 53]",echinus
1251,720,405,"[311, 289, 61, 51]",echinus
1251,720,405,"[457, 247, 86, 77]",echinus
1251,720,405,"[356, 24, 47, 54]",echinus
1251,720,405,"[178, 69, 48, 51]",echinus
1251,720,405,"[623, 134, 68, 55]",echinus
1251,720,405,"[55, 86, 46, 45]",echinus
1251,720,405,"[126, 48, 47, 48]",echinus
1251,720,405,"[94, 1, 64, 33]",echinus
1251,720,405,"[74, 38, 44, 42]",echinus
1251,720,405,"[315, 1, 58, 38]",echinus
1251,720,405,"[218, 214, 50, 45]",echinus
1252,720,405,"[307, 199, 87, 37]",holothurian
1252,720,405,"[521, 222, 85, 79]",echinus
1252,720,405,"[379, 9, 43, 42]",echinus
1252,720,405,"[8, 321, 46, 52]",echinus
1253,1920,1080,"[1539, 884, 136, 193]",holothurian
1253,1920,1080,"[1029, 646, 113, 98]",echinus
1253,1920,1080,"[898, 735, 106, 109]",echinus
1253,1920,1080,"[955, 889, 86, 80]",echinus
1253,1920,1080,"[640, 542, 79, 75]",echinus
1253,1920,1080,"[208, 544, 78, 69]",echinus
1253,1920,1080,"[1799, 531, 84, 79]",echinus
1253,1920,1080,"[140, 334, 73, 61]",echinus
1253,1920,1080,"[1190, 269, 66, 56]",echinus
1253,1920,1080,"[1, 477, 81, 82]",echinus
1253,1920,1080,"[1695, 243, 67, 56]",echinus
1253,1920,1080,"[536, 280, 66, 72]",echinus
1253,1920,1080,"[361, 664, 131, 101]",starfish
1253,1920,1080,"[1082, 795, 91, 82]",starfish
1254,720,405,"[306, 352, 79, 52]",echinus
1254,720,405,"[487, 349, 86, 56]",echinus
1254,720,405,"[348, 145, 61, 51]",echinus
1254,720,405,"[0, 156, 38, 44]",echinus
1254,720,405,"[104, 152, 40, 33]",echinus
1254,720,405,"[540, 339, 70, 66]",starfish
1254,720,405,"[511, 217, 100, 85]",starfish
1255,3840,2160,"[1925, 1107, 408, 292]",holothurian
1255,3840,2160,"[1427, 986, 425, 292]",echinus
1255,3840,2160,"[1948, 546, 150, 114]",echinus
1255,3840,2160,"[411, 626, 189, 117]",echinus
1255,3840,2160,"[2378, 885, 260, 203]",echinus
1255,3840,2160,"[3295, 917, 127, 110]",echinus
1255,3840,2160,"[2726, 630, 76, 57]",echinus
1255,3840,2160,"[802, 625, 123, 92]",echinus
1255,3840,2160,"[1814, 560, 99, 80]",echinus
1255,3840,2160,"[3078, 609, 85, 69]",echinus
1255,3840,2160,"[3053, 725, 85, 72]",echinus
1255,3840,2160,"[2498, 1121, 231, 174]",starfish
1255,3840,2160,"[3277, 1018, 167, 125]",starfish
1255,3840,2160,"[2762, 688, 76, 57]",echinus
1255,3840,2160,"[2860, 661, 76, 57]",echinus
1255,3840,2160,"[2805, 644, 76, 57]",echinus
1256,3840,2160,"[2138, 439, 84, 89]",echinus
1256,3840,2160,"[297, 494, 126, 110]",echinus
1256,3840,2160,"[574, 1901, 220, 214]",starfish
1256,3840,2160,"[2170, 1475, 219, 201]",echinus
1257,720,405,"[576, 205, 101, 52]",holothurian
1257,720,405,"[269, 2, 82, 74]",echinus
1257,720,405,"[95, 2, 86, 75]",echinus
1257,720,405,"[207, 47, 63, 61]",echinus
1257,720,405,"[107, 79, 141, 144]",echinus
1257,720,405,"[184, 212, 113, 124]",echinus
1257,720,405,"[0, 113, 122, 202]",echinus
1257,720,405,"[662, 1, 58, 61]",echinus
1258,720,405,"[247, 310, 42, 66]",holothurian
1258,720,405,"[89, 341, 147, 64]",holothurian
1258,720,405,"[223, 234, 70, 63]",echinus
1258,720,405,"[168, 186, 53, 56]",starfish
1258,720,405,"[215, 155, 37, 45]",starfish
1258,720,405,"[286, 295, 51, 45]",starfish
1258,720,405,"[252, 125, 46, 52]",starfish
1258,720,405,"[293, 209, 34, 41]",starfish
1259,1920,1080,"[439, 795, 232, 120]",holothurian
1259,1920,1080,"[1288, 752, 332, 237]",holothurian
1259,1920,1080,"[1192, 72, 180, 74]",holothurian
1259,1920,1080,"[1223, 255, 177, 75]",holothurian
1259,1920,1080,"[765, 85, 164, 143]",holothurian
1259,1920,1080,"[1061, 196, 86, 75]",echinus
1259,1920,1080,"[610, 309, 70, 72]",echinus
1259,1920,1080,"[672, 386, 70, 59]",echinus
1259,1920,1080,"[1196, 175, 115, 74]",echinus
1259,1920,1080,"[532, 296, 58, 61]",echinus
1259,1920,1080,"[1078, 82, 118, 76]",starfish
1259,1920,1080,"[1556, 35, 128, 66]",starfish
1260,720,405,"[534, 176, 59, 55]",echinus
1260,720,405,"[572, 266, 64, 56]",echinus
1260,720,405,"[494, 205, 38, 36]",echinus
1260,720,405,"[385, 138, 31, 28]",echinus
1260,720,405,"[279, 185, 37, 33]",echinus
1260,720,405,"[251, 253, 43, 35]",echinus
1260,720,405,"[646, 62, 49, 47]",echinus
1260,720,405,"[42, 358, 39, 33]",echinus
1260,720,405,"[453, 48, 40, 36]",echinus
1261,3840,2160,"[2153, 891, 169, 107]",holothurian
1261,3840,2160,"[2004, 718, 155, 111]",holothurian
1261,3840,2160,"[55, 6, 233, 245]",starfish
1262,720,405,"[253, 6, 186, 177]",echinus
1263,720,405,"[190, 97, 61, 48]",echinus
1263,720,405,"[309, 176, 68, 68]",echinus
1263,720,405,"[242, 97, 36, 33]",echinus
1263,720,405,"[623, 257, 48, 43]",echinus
1263,720,405,"[17, 267, 80, 65]",starfish
1263,720,405,"[355, 147, 49, 44]",starfish
1263,720,405,"[350, 197, 45, 38]",starfish
1264,720,405,"[85, 79, 141, 65]",holothurian
1264,720,405,"[390, 48, 112, 57]",holothurian
1264,720,405,"[348, 17, 99, 40]",holothurian
1264,720,405,"[639, 122, 44, 97]",holothurian
1264,720,405,"[568, 196, 59, 78]",holothurian
1265,3840,2160,"[300, 402, 487, 168]",holothurian
1265,3840,2160,"[1388, 869, 202, 184]",echinus
1265,3840,2160,"[904, 1030, 312, 245]",echinus
1265,3840,2160,"[2848, 1126, 147, 115]",echinus
1265,3840,2160,"[1914, 589, 177, 151]",echinus
1265,3840,2160,"[2903, 877, 121, 114]",echinus
1265,3840,2160,"[2556, 551, 115, 103]",echinus
1265,3840,2160,"[114, 303, 246, 158]",echinus
1265,3840,2160,"[1034, 343, 177, 137]",echinus
1265,3840,2160,"[1699, 1293, 248, 153]",echinus
1265,3840,2160,"[2702, 786, 97, 91]",echinus
1265,3840,2160,"[3030, 1023, 101, 90]",echinus
1265,3840,2160,"[273, 761, 241, 200]",echinus
1265,3840,2160,"[1147, 209, 120, 86]",echinus
1265,3840,2160,"[2235, 339, 96, 87]",echinus
1265,3840,2160,"[2144, 355, 83, 77]",echinus
1265,3840,2160,"[968, 481, 217, 123]",starfish
1265,3840,2160,"[1, 921, 262, 341]",starfish
1265,3840,2160,"[2282, 576, 140, 121]",starfish
1265,3840,2160,"[2456, 410, 115, 103]",echinus
1265,3840,2160,"[2629, 323, 115, 103]",echinus
1265,3840,2160,"[3186, 588, 115, 103]",echinus
1265,3840,2160,"[2746, 418, 115, 103]",echinus
1265,3840,2160,"[2861, 565, 115, 103]",echinus
1265,3840,2160,"[3201, 405, 115, 103]",echinus
1266,1920,1080,"[437, 848, 120, 220]",holothurian
1266,1920,1080,"[400, 735, 91, 75]",echinus
1266,1920,1080,"[247, 475, 78, 65]",echinus
1266,1920,1080,"[1401, 998, 89, 75]",echinus
1266,1920,1080,"[927, 665, 69, 56]",echinus
1266,1920,1080,"[899, 863, 126, 121]",echinus
1266,1920,1080,"[920, 780, 91, 71]",echinus
1266,1920,1080,"[1016, 661, 73, 53]",echinus
1266,1920,1080,"[586, 1027, 116, 51]",echinus
1266,1920,1080,"[16, 300, 79, 68]",echinus
1266,1920,1080,"[25, 459, 73, 77]",echinus
1266,1920,1080,"[813, 580, 66, 52]",echinus
1266,1920,1080,"[455, 489, 178, 100]",scallop
1266,1920,1080,"[171, 744, 137, 89]",starfish
1266,1920,1080,"[1137, 915, 150, 100]",starfish
1266,1920,1080,"[507, 825, 111, 105]",starfish
1266,1920,1080,"[1072, 829, 104, 94]",starfish
1266,1920,1080,"[362, 911, 100, 94]",starfish
1267,1920,1080,"[1443, 197, 323, 136]",holothurian
1267,1920,1080,"[173, 1, 242, 156]",holothurian
1267,1920,1080,"[858, 780, 180, 254]",holothurian
1267,1920,1080,"[184, 108, 204, 193]",echinus
1267,1920,1080,"[146, 810, 228, 202]",echinus
1267,1920,1080,"[984, 1, 159, 69]",echinus
1267,1920,1080,"[302, 414, 140, 135]",starfish
1267,1920,1080,"[942, 169, 128, 128]",starfish
1267,1920,1080,"[399, 538, 119, 109]",starfish
1268,3840,2160,"[2502, 1344, 73, 70]",echinus
1268,3840,2160,"[2556, 1247, 97, 73]",echinus
1269,3840,2160,"[1724, 1176, 75, 79]",echinus
1269,3840,2160,"[1, 1733, 124, 155]",echinus
1269,3840,2160,"[270, 1701, 103, 88]",echinus
1269,3840,2160,"[186, 1238, 92, 83]",echinus
1269,3840,2160,"[1553, 944, 78, 83]",echinus
1269,3840,2160,"[829, 1166, 82, 92]",echinus
1269,3840,2160,"[1428, 1244, 90, 91]",echinus
1269,3840,2160,"[7, 1269, 89, 90]",echinus
1269,3840,2160,"[1136, 1140, 76, 80]",echinus
1269,3840,2160,"[1921, 1094, 61, 51]",echinus
1269,3840,2160,"[1441, 931, 68, 73]",echinus
1269,3840,2160,"[1463, 1117, 87, 83]",echinus
1269,3840,2160,"[1120, 1090, 89, 128]",echinus
1269,3840,2160,"[1407, 1087, 77, 94]",echinus
1269,3840,2160,"[1199, 738, 71, 79]",echinus
1269,3840,2160,"[1112, 1090, 77, 81]",echinus
1269,3840,2160,"[2512, 1054, 70, 60]",echinus
1269,3840,2160,"[2401, 1059, 49, 42]",echinus
1269,3840,2160,"[1652, 1315, 91, 103]",starfish
1269,3840,2160,"[427, 1864, 98, 73]",starfish
1269,3840,2160,"[1541, 1340, 53, 51]",starfish
1269,3840,2160,"[1540, 1286, 53, 51]",starfish
1269,3840,2160,"[1494, 1429, 37, 34]",echinus
1269,3840,2160,"[1532, 1413, 48, 41]",echinus
1269,3840,2160,"[1594, 1427, 60, 46]",echinus
1269,3840,2160,"[1590, 1274, 36, 38]",starfish
1269,3840,2160,"[1497, 1037, 47, 37]",echinus
1269,3840,2160,"[1748, 1053, 47, 37]",echinus
1269,3840,2160,"[1467, 1031, 35, 30]",echinus
1269,3840,2160,"[1172, 983, 35, 30]",echinus
1269,3840,2160,"[1316, 815, 35, 30]",echinus
1269,3840,2160,"[1630, 708, 39, 33]",echinus
1269,3840,2160,"[1683, 708, 39, 33]",echinus
1269,3840,2160,"[1590, 665, 39, 33]",echinus
1269,3840,2160,"[1737, 640, 39, 33]",echinus
1269,3840,2160,"[2017, 649, 39, 33]",echinus
1269,3840,2160,"[2504, 1133, 49, 42]",echinus
1269,3840,2160,"[2439, 1254, 49, 42]",echinus
1269,3840,2160,"[2163, 1266, 49, 42]",echinus
1269,3840,2160,"[2122, 767, 49, 42]",echinus
1269,3840,2160,"[2182, 788, 49, 42]",echinus
1269,3840,2160,"[2515, 834, 49, 42]",echinus
1269,3840,2160,"[2531, 889, 49, 42]",echinus
1269,3840,2160,"[2424, 1004, 49, 42]",echinus
1269,3840,2160,"[2640, 847, 49, 42]",echinus
1269,3840,2160,"[2649, 746, 49, 42]",echinus
1269,3840,2160,"[2677, 1089, 49, 42]",echinus
1269,3840,2160,"[2131, 946, 49, 42]",echinus
1269,3840,2160,"[2073, 1046, 49, 42]",echinus
1270,3840,2160,"[2942, 222, 153, 102]",starfish
1270,3840,2160,"[2992, 1349, 189, 179]",starfish
1270,3840,2160,"[2810, 1477, 138, 121]",starfish
1270,3840,2160,"[2712, 1620, 178, 148]",starfish
1270,3840,2160,"[2547, 1382, 84, 92]",starfish
1270,3840,2160,"[2725, 1140, 98, 105]",starfish
1270,3840,2160,"[2231, 1662, 151, 89]",starfish
1270,3840,2160,"[2266, 1289, 106, 85]",starfish
1270,3840,2160,"[1936, 1114, 144, 101]",starfish
1270,3840,2160,"[2128, 791, 148, 131]",starfish
1270,3840,2160,"[2021, 614, 125, 115]",starfish
1270,3840,2160,"[987, 1213, 128, 123]",starfish
1270,3840,2160,"[643, 692, 118, 86]",starfish
1270,3840,2160,"[935, 638, 108, 75]",starfish
1270,3840,2160,"[730, 571, 164, 101]",starfish
1271,720,405,"[291, 264, 85, 49]",holothurian
1271,720,405,"[78, 337, 70, 65]",echinus
1271,720,405,"[294, 160, 65, 73]",echinus
1271,720,405,"[200, 132, 50, 51]",echinus
1271,720,405,"[609, 3, 61, 60]",echinus
1271,720,405,"[351, 109, 45, 40]",echinus
1271,720,405,"[41, 258, 60, 64]",echinus
1271,720,405,"[66, 235, 68, 62]",echinus
1272,3840,2160,"[1868, 257, 592, 550]",echinus
1272,3840,2160,"[3142, 561, 694, 635]",echinus
1272,3840,2160,"[2976, 83, 592, 430]",echinus
1272,3840,2160,"[2400, 537, 675, 551]",starfish
1272,3840,2160,"[2873, 1193, 379, 350]",starfish
1272,3840,2160,"[2575, 1084, 262, 233]",starfish
1273,3840,2160,"[8, 1143, 616, 567]",holothurian
1273,3840,2160,"[1814, 747, 215, 174]",echinus
1273,3840,2160,"[651, 772, 360, 242]",echinus
1273,3840,2160,"[2763, 950, 123, 114]",echinus
1273,3840,2160,"[2535, 848, 94, 84]",echinus
1273,3840,2160,"[35, 641, 196, 131]",echinus
1273,3840,2160,"[1961, 1244, 254, 160]",echinus
1273,3840,2160,"[1255, 506, 99, 71]",echinus
1273,3840,2160,"[1750, 607, 112, 95]",echinus
1273,3840,2160,"[2259, 778, 96, 77]",echinus
1273,3840,2160,"[2816, 646, 92, 90]",echinus
1273,3840,2160,"[2099, 777, 77, 42]",echinus
1273,3840,2160,"[1483, 420, 73, 67]",echinus
1273,3840,2160,"[1495, 520, 79, 66]",echinus
1273,3840,2160,"[882, 995, 338, 241]",starfish
1273,3840,2160,"[1746, 695, 143, 79]",starfish
1273,3840,2160,"[1185, 564, 102, 68]",echinus
1273,3840,2160,"[1139, 539, 103, 51]",echinus
1273,3840,2160,"[2174, 741, 52, 60]",echinus
1273,3840,2160,"[2161, 585, 55, 44]",echinus
1273,3840,2160,"[2853, 905, 65, 48]",echinus
